action_const,resource_const,action_class,superclass,classification,auth_effective,auth,route,http_method,blocking,file,line_start,line_end,applies_to_resource_file,desc,allow_conditions,restrict_lines,input_whitelist,input_blacklist,output_whitelist,output_blacklist,runtime_checks,authorize_blocks,authorize_effective,parent_resource_const
VpsAdmin::API::Resources::VPS::Boot,VpsAdmin::API::Resources::VPS,Boot,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/boot,post,True,api/lib/vpsadmin/api/resources/vps.rb,637,708,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 652, ""line_start"": 648, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 652, ""line_start"": 648, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Clone,VpsAdmin::API::Resources::VPS,Clone,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/clone,post,True,api/lib/vpsadmin/api/resources/vps.rb,825,947,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],"[""node"", ""user"", ""configs""]","[""id"", ""user"", ""hostname"", ""manage_hostname"", ""os_template"", ""cgroup_version"", ""dns_resolver"", ""node"", ""dataset"", ""pool"", ""memory"", ""swap"", ""cpu"", ""diskspace"", ""maintenance_lock"", ""maintenance_lock_reason"", ""object_state"", ""expiration_date"", ""allow_admin_modifications"", ""is_running"", ""process_count"", ""used_memory"", ""used_swap"", ""used_diskspace"", ""uptime"", ""loadavg1"", ""loadavg5"", ""loadavg15"", ""cpu_user"", ""cpu_nice"", ""cpu_system"", ""cpu_idle"", ""cpu_iowait"", ""cpu_irq"", ""cpu_softirq"", ""start_menu_timeout"", ""enable_os_template_auto_update"", ""enable_network"", ""user_namespace_map"", ""implicit_oom_report_rule_hit_count"", ""created_at""]",[],"[{""code"": ""error!('insufficient permission to clone into this VPS')"", ""line"": 891}, {""code"": ""error!('insufficient permission to create a VPS in this environment')"", ""line"": 915}]","[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 871, ""line_start"": 857, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input blacklist: %i[node user configs]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 871, ""line_start"": 857, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input blacklist: %i[node user configs]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Create,VpsAdmin::API::Resources::VPS,Create,HaveAPI::Actions::Default::Create,authenticated,True,True,,,True,api/lib/vpsadmin/api/resources/vps.rb,204,346,,,"[""u.role == :admin"", ""(allow)""]",[],"[""environment"", ""location"", ""address_location"", ""hostname"", ""os_template"", ""cgroup_version"", ""dns_resolver"", ""cpu"", ""memory"", ""swap"", ""diskspace"", ""ipv4"", ""ipv4_private"", ""ipv6"", ""start_menu_timeout"", ""allow_admin_modifications"", ""enable_os_template_auto_update"", ""user_namespace_map"", ""start"", ""vps_user_data"", ""user_data_format"", ""user_data_content""]",[],"[""id"", ""user"", ""hostname"", ""manage_hostname"", ""os_template"", ""cgroup_version"", ""dns_resolver"", ""node"", ""dataset"", ""pool"", ""memory"", ""swap"", ""cpu"", ""diskspace"", ""maintenance_lock"", ""maintenance_lock_reason"", ""object_state"", ""expiration_date"", ""allow_admin_modifications"", ""is_running"", ""process_count"", ""used_memory"", ""used_swap"", ""used_diskspace"", ""uptime"", ""loadavg1"", ""loadavg5"", ""loadavg15"", ""cpu_user"", ""cpu_nice"", ""cpu_system"", ""cpu_idle"", ""cpu_iowait"", ""cpu_irq"", ""cpu_softirq"", ""start_menu_timeout"", ""enable_os_template_auto_update"", ""enable_network"", ""user_namespace_map"", ""implicit_oom_report_rule_hit_count"", ""created_at""]",[],"[{""code"": ""error!('insufficient permission to create a VPS in this environment')"", ""line"": 293}]","[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 251, ""line_start"": 233, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      input whitelist: %i[\n        environment location address_location hostname os_template cgroup_version\n        dns_resolver cpu memory swap diskspace ipv4 ipv4_private ipv6\n        start_menu_timeout allow_admin_modifications enable_os_template_auto_update\n        user_namespace_map start vps_user_data user_data_format user_data_content\n      ]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 251, ""line_start"": 233, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      input whitelist: %i[\n        environment location address_location hostname os_template cgroup_version\n        dns_resolver cpu memory swap diskspace ipv4 ipv4_private ipv6\n        start_menu_timeout allow_admin_modifications enable_os_template_auto_update\n        user_namespace_map start vps_user_data user_data_format user_data_content\n      ]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Delete,VpsAdmin::API::Resources::VPS,Delete,HaveAPI::Actions::Default::Delete,owner_or_admin,True,True,,,True,api/lib/vpsadmin/api/resources/vps.rb,476,515,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 490, ""line_start"": 485, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input whitelist: []\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 490, ""line_start"": 485, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input whitelist: []\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::DeployPublicKey,VpsAdmin::API::Resources::VPS,DeployPublicKey,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/deploy_public_key,post,True,api/lib/vpsadmin/api/resources/vps.rb,1038,1068,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 1053, ""line_start"": 1049, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 1053, ""line_start"": 1049, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Index,VpsAdmin::API::Resources::VPS,Index,HaveAPI::Actions::Default::Index,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/vps.rb,95,202,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],"[""user""]","[""id"", ""user"", ""hostname"", ""manage_hostname"", ""os_template"", ""cgroup_version"", ""dns_resolver"", ""node"", ""dataset"", ""pool"", ""memory"", ""swap"", ""cpu"", ""diskspace"", ""maintenance_lock"", ""maintenance_lock_reason"", ""object_state"", ""expiration_date"", ""allow_admin_modifications"", ""is_running"", ""process_count"", ""used_memory"", ""used_swap"", ""used_diskspace"", ""uptime"", ""loadavg1"", ""loadavg5"", ""loadavg15"", ""cpu_user"", ""cpu_nice"", ""cpu_system"", ""cpu_idle"", ""cpu_iowait"", ""cpu_irq"", ""cpu_softirq"", ""start_menu_timeout"", ""enable_os_template_auto_update"", ""enable_network"", ""user_namespace_map"", ""implicit_oom_report_rule_hit_count"", ""created_at""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 129, ""line_start"": 115, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input blacklist: %i[user]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 129, ""line_start"": 115, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      input blacklist: %i[user]\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Migrate,VpsAdmin::API::Resources::VPS,Migrate,HaveAPI::Action,admin_only,True,True,{%{resource}_id}/migrate,post,True,api/lib/vpsadmin/api/resources/vps.rb,746,823,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 788, ""line_start"": 786, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 788, ""line_start"": 786, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n    end""}",
VpsAdmin::API::Resources::VPS::Passwd,VpsAdmin::API::Resources::VPS,Passwd,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/passwd,post,True,api/lib/vpsadmin/api/resources/vps.rb,603,635,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 622, ""line_start"": 618, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 622, ""line_start"": 618, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Reinstall,VpsAdmin::API::Resources::VPS,Reinstall,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/reinstall,post,True,api/lib/vpsadmin/api/resources/vps.rb,710,744,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 725, ""line_start"": 721, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 725, ""line_start"": 721, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Replace,VpsAdmin::API::Resources::VPS,Replace,HaveAPI::Action,admin_only,True,True,{%{resource}_id}/replace,post,True,api/lib/vpsadmin/api/resources/vps.rb,997,1036,,,"[""u.role == :admin""]",[],[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 1016, ""line_start"": 1014, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 1016, ""line_start"": 1014, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n    end""}",
VpsAdmin::API::Resources::VPS::Restart,VpsAdmin::API::Resources::VPS,Restart,HaveAPI::Action,owner_or_admin,True,True,{%{resource}_id}/restart,post,True,api/lib/vpsadmin/api/resources/vps.rb,543,571,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],[],[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 557, ""line_start"": 553, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 557, ""line_start"": 553, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      allow\n    end""}",
VpsAdmin::API::Resources::VPS::Show,VpsAdmin::API::Resources::VPS,Show,HaveAPI::Actions::Default::Show,owner_or_admin,True,True,,,False,api/lib/vpsadmin/api/resources/vps.rb,348,387,,,"[""u.role == :admin"", ""(allow)""]","[""user_id: u.id""]",[],[],"[""id"", ""user"", ""hostname"", ""manage_hostname"", ""os_template"", ""cgroup_version"", ""dns_resolver"", ""node"", ""dataset"", ""pool"", ""memory"", ""swap"", ""cpu"", ""diskspace"", ""maintenance_lock"", ""maintenance_lock_reason"", ""object_state"", ""expiration_date"", ""allow_admin_modifications"", ""is_running"", ""process_count"", ""used_memory"", ""used_swap"", ""used_diskspace"", ""uptime"", ""loadavg1"", ""loadavg5"", ""loadavg15"", ""cpu_user"", ""cpu_nice"", ""cpu_system"", ""cpu_idle"", ""cpu_iowait"", ""cpu_irq"", ""cpu_softirq"", ""start_menu_timeout"", ""enable_os_template_auto_update"", ""enable_network"", ""user_namespace_map"", ""implicit_oom_report_rule_hit_count"", ""created_at""]",[],[],"[{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 374, ""line_start"": 361, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}]","{""file"": ""api/lib/vpsadmin/api/resources/vps.rb"", ""kind"": ""inclass"", ""line_end"": 374, ""line_start"": 361, ""snippet"": ""    authorize do |u|\n      allow if u.role == :admin\n      restrict user_id: u.id\n      output whitelist: %i[\n        id user hostname manage_hostname os_template cgroup_version dns_resolver\n        node dataset pool memory swap cpu diskspace maintenance_lock\n        maintenance_lock_reason object_state expiration_date allow_admin_modifications\n        is_running process_count used_memory used_swap used_diskspace\n        uptime loadavg1 loadavg5 loadavg15 cpu_user cpu_nice cpu_system cpu_idle cpu_iowait\n        cpu_irq cpu_softirq start_menu_timeout enable_os_template_auto_update enable_network\n        user_namespace_map implicit_oom_report_rule_hit_count created_at\n      ]\n      allow\n    end""}",
